

0.000000000  Node Startup
0.000000000 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.13/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/gazebo/set_physics_properties] has not been advertised, waiting...
591.347000000 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.13/src/libros/service.cpp:122(service::waitForService) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states] waitForService: Service [/gazebo/set_physics_properties] is now available.
591.431000000 INFO [/tmp/binarydeb/ros-kinetic-gazebo-ros-2.5.14/src/gazebo_ros_api_plugin.cpp:2083(GazeboRosApiPlugin::physicsReconfigureThread) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states, /gazebo/parameter_descriptions, /gazebo/parameter_updates] Physics dynamic reconfigure ready.
592.093000000 INFO [/tmp/binarydeb/ros-kinetic-gazebo-plugins-2.5.14/include/gazebo_plugins/gazebo_ros_utils.h:95(__cxx11::string gazebo::GetRobotNamespace) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states, /gazebo/parameter_descriptions, /gazebo/parameter_updates] Laser Plugin: Using the 'robotNamespace' param: '/'
592.093000000 INFO [/tmp/binarydeb/ros-kinetic-gazebo-plugins-2.5.14/src/gazebo_ros_laser.cpp:111(GazeboRosLaser::Load) [topics: /rosout, /clock, /gazebo/link_states, /gazebo/model_states, /gazebo/parameter_descriptions, /gazebo/parameter_updates] Starting Laser Plugin (ns = /)
943.605000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.182257652282715, 9.737649917602539, 9.2762451171875, 9.993006706237793, 8.966018676757812]
943.651000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.151028633117676, 9.74544620513916, 9.279502868652344, 9.995646476745605, 8.978296279907227]
943.698000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.167428016662598, 9.746319770812988, 9.270073890686035, 10.0, 8.976065635681152]
943.748000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.173290252685547, 9.728641510009766, 9.275668144226074, 10.0, 8.963193893432617]
943.800000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.162686347961426, 9.730076789855957, 9.277670860290527, 9.994315147399902, 8.98332691192627]
943.848000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.172715187072754, 9.733610153198242, 9.278505325317383, 9.997025489807129, 8.967251777648926]
943.900000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.152131080627441, 9.712520599365234, 9.276806831359863, 9.971488952636719, 8.961063385009766]
943.945000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.153593063354492, 9.727703094482422, 9.281332969665527, 10.0, 8.968500137329102]
943.997000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.160720825195312, 9.718198776245117, 9.2727689743042, 9.99166202545166, 8.979029655456543]
944.048000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.176077842712402, 9.733088493347168, 9.284594535827637, 10.0, 8.94845199584961]
944.098000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.151697158813477, 9.726073265075684, 9.281591415405273, 10.0, 8.969401359558105]
944.149000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.162320137023926, 9.737071990966797, 9.28959846496582, 10.0, 8.973444938659668]
944.195000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.177403450012207, 9.728083610534668, 9.273524284362793, 9.992035865783691, 8.96573257446289]
944.248000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.168314933776855, 9.7315034866333, 9.274216651916504, 9.990174293518066, 8.96929931640625]
944.299000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.167539596557617, 9.738306999206543, 9.286064147949219, 10.0, 8.954700469970703]
944.346000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.173425674438477, 9.74569320678711, 9.28237247467041, 10.0, 8.966717720031738]
944.398000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.165355682373047, 9.733317375183105, 9.276078224182129, 9.996414184570312, 8.963424682617188]
944.449000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.166537284851074, 9.722268104553223, 9.273476600646973, 10.0, 8.973206520080566]
944.499000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.179094314575195, 9.718656539916992, 9.277234077453613, 10.0, 8.960783958435059]
944.549000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17193603515625, 9.721633911132812, 9.272842407226562, 9.991613388061523, 8.96540641784668]
944.599000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16495418548584, 9.732726097106934, 9.2832670211792, 10.0, 8.965977668762207]
944.648000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170031547546387, 9.731765747070312, 9.288969993591309, 9.9898042678833, 8.9738130569458]
944.698000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.166627883911133, 9.729850769042969, 9.285872459411621, 9.99464225769043, 8.966853141784668]
944.748000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.169466018676758, 9.742523193359375, 9.280045509338379, 9.998482704162598, 8.97536849975586]
944.800000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170818328857422, 9.749277114868164, 9.281134605407715, 9.994166374206543, 8.962221145629883]
944.849000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.162210464477539, 9.728950500488281, 9.265676498413086, 9.99135971069336, 8.97638988494873]
944.898000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17457389831543, 9.738694190979004, 9.274901390075684, 10.0, 8.968718528747559]
944.954000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.172711372375488, 9.726494789123535, 9.27990436553955, 9.994734764099121, 8.97515869140625]
945.002000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170939445495605, 9.742634773254395, 9.279349327087402, 9.993552207946777, 8.97468090057373]
945.052000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.165279388427734, 9.741941452026367, 9.277984619140625, 10.0, 8.962270736694336]
945.103000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.161133766174316, 9.737717628479004, 9.280133247375488, 10.0, 8.973024368286133]
945.157000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.168169021606445, 9.740951538085938, 9.28187370300293, 10.0, 8.96672534942627]
945.201000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17192554473877, 9.7360200881958, 9.2694730758667, 10.0, 8.97523021697998]
945.253000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16675853729248, 9.732486724853516, 9.280046463012695, 9.990987777709961, 8.95272159576416]
945.298000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.165870666503906, 9.73558235168457, 9.274791717529297, 10.0, 8.972813606262207]
945.348000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.174771308898926, 9.724751472473145, 9.284363746643066, 9.978157997131348, 8.9673490524292]
945.398000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170313835144043, 9.734142303466797, 9.277091026306152, 10.0, 8.961575508117676]
945.448000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.166458129882812, 9.735004425048828, 9.277761459350586, 9.994574546813965, 8.974710464477539]
945.498000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.177708625793457, 9.746715545654297, 9.2826566696167, 9.999072074890137, 8.977545738220215]
945.548000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.169957160949707, 9.727200508117676, 9.282659530639648, 9.992325782775879, 8.965470314025879]
945.601000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171276092529297, 9.752941131591797, 9.282815933227539, 9.997016906738281, 8.963269233703613]
945.649000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.172073364257812, 9.736196517944336, 9.272393226623535, 9.992436408996582, 8.966965675354004]
945.705000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16656494140625, 9.736348152160645, 9.285391807556152, 10, 8.975228309631348]
945.758000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16185188293457, 9.737224578857422, 9.28447437286377, 10, 8.979144096374512]
945.809000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.175102233886719, 9.736136436462402, 9.270007133483887, 10, 8.9674072265625]
945.862000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.166101455688477, 9.74090576171875, 9.284743309020996, 10, 8.974203109741211]
945.898000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17648983001709, 9.742471694946289, 9.281465530395508, 10, 8.965767860412598]
945.948000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.175743103027344, 9.724356651306152, 9.279043197631836, 10, 8.978799819946289]
945.998000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.158573150634766, 9.741288185119629, 9.283212661743164, 10, 8.968607902526855]
946.050000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.160709381103516, 9.740662574768066, 9.280750274658203, 10, 8.96828556060791]
946.105000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170674324035645, 9.734893798828125, 9.275785446166992, 10, 8.971465110778809]
946.162000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.172253608703613, 9.736928939819336, 9.280951499938965, 10, 8.969500541687012]
946.206000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.176993370056152, 9.743800163269043, 9.289902687072754, 10, 8.958939552307129]
946.250000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171104431152344, 9.737884521484375, 9.27741527557373, 10, 8.961159706115723]
946.300000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.163122177124023, 9.746894836425781, 9.289085388183594, 10, 8.973405838012695]
946.352000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.157936096191406, 9.740482330322266, 9.282258987426758, 10, 8.975406646728516]
946.405000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.169825553894043, 9.747129440307617, 9.27939224243164, 10, 8.976276397705078]
946.452000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16594123840332, 9.726747512817383, 9.271186828613281, 10, 8.965503692626953]
946.501000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.175324440002441, 9.735001564025879, 9.286667823791504, 10, 8.956433296203613]
946.549000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.168889999389648, 9.743826866149902, 9.283252716064453, 10, 8.95702838897705]
946.596000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.177931785583496, 9.7227201461792, 9.275636672973633, 10, 8.969181060791016]
946.651000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.1790771484375, 9.708822250366211, 9.284311294555664, 10, 8.970852851867676]
946.701000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.167107582092285, 9.743661880493164, 9.284236907958984, 10, 8.955062866210938]
946.748000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.165877342224121, 9.72836971282959, 9.277178764343262, 10, 8.973864555358887]
946.798000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.164451599121094, 9.72313117980957, 9.280725479125977, 10, 8.969918251037598]
946.848000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.167071342468262, 9.74736499786377, 9.277085304260254, 10, 8.969358444213867]
946.900000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.1585693359375, 9.75114631652832, 9.279560089111328, 10, 8.969711303710938]
946.948000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.1636323928833, 9.73353385925293, 9.282126426696777, 10, 8.969437599182129]
947.003000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.160717964172363, 9.748098373413086, 9.272177696228027, 10, 8.975266456604004]
947.049000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171489715576172, 9.73116397857666, 9.282505989074707, 10, 8.959909439086914]
947.098000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.163246154785156, 9.731698036193848, 9.28308391571045, 10, 8.962637901306152]
947.148000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17021369934082, 9.74470329284668, 9.288382530212402, 10, 8.963239669799805]
947.196000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171326637268066, 9.720550537109375, 9.283740043640137, 10, 8.97007942199707]
947.248000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.169173240661621, 9.721789360046387, 9.292275428771973, 10, 8.962013244628906]
947.298000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.168745040893555, 9.738470077514648, 9.28436279296875, 10, 8.961112022399902]
947.348000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.181711196899414, 9.738845825195312, 9.29012680053711, 10, 8.963376998901367]
947.398000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.176376342773438, 9.719168663024902, 9.293517112731934, 10, 8.974239349365234]
947.448000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.173517227172852, 9.74029541015625, 9.274699211120605, 10, 8.967272758483887]
947.499000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.165460586547852, 9.730947494506836, 9.284199714660645, 10, 8.971932411193848]
947.549000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.174850463867188, 9.745414733886719, 9.274657249450684, 10, 8.97330093383789]
947.599000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171969413757324, 9.742246627807617, 9.285503387451172, 10, 8.970781326293945]
947.647000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.182977676391602, 9.73764705657959, 9.283085823059082, 10, 8.974520683288574]
947.696000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.162976264953613, 9.738116264343262, 9.286182403564453, 10, 8.964423179626465]
947.749000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171446800231934, 9.742634773254395, 9.290058135986328, 10, 8.97214126586914]
947.796000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.172608375549316, 9.740513801574707, 9.285530090332031, 10, 8.970378875732422]
947.847000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.162449836730957, 9.73199462890625, 9.284056663513184, 10, 8.963268280029297]
947.908000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.174110412597656, 9.7356595993042, 9.284052848815918, 10, 8.965109825134277]
947.957000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170961380004883, 9.742517471313477, 9.284378051757812, 10, 8.962554931640625]
948.009000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17021656036377, 9.71456527709961, 9.286391258239746, 10, 8.972692489624023]
948.060000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.175277709960938, 9.762229919433594, 9.286542892456055, 10, 8.973433494567871]
948.105000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.159235954284668, 9.739818572998047, 9.284276962280273, 10, 8.968876838684082]
948.152000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.169327735900879, 9.730317115783691, 9.286593437194824, 10, 8.976486206054688]
948.202000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.176715850830078, 9.743226051330566, 9.28605842590332, 10, 8.955286026000977]
948.249000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16146469116211, 9.742588996887207, 9.284041404724121, 10, 8.982782363891602]
948.298000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170120239257812, 9.739839553833008, 9.28247356414795, 10, 8.977724075317383]
948.348000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.180353164672852, 9.746268272399902, 9.287132263183594, 10, 8.96754264831543]
948.398000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.152209281921387, 9.732901573181152, 9.29089641571045, 10, 8.958355903625488]
948.446000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.180061340332031, 9.74194622039795, 9.289836883544922, 10, 8.960740089416504]
948.498000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.166200637817383, 9.740527153015137, 9.286514282226562, 10, 8.980001449584961]
948.548000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.165146827697754, 9.733758926391602, 9.287575721740723, 10, 8.9737548828125]
948.598000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.181431770324707, 9.731255531311035, 9.283244132995605, 10, 8.975249290466309]
948.648000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.174004554748535, 9.704729080200195, 9.290262222290039, 10, 8.976210594177246]
948.704000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.166340827941895, 9.732356071472168, 9.281685829162598, 10, 8.978318214416504]
948.755000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.176620483398438, 9.735313415527344, 9.280579566955566, 10, 8.968786239624023]
948.807000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.178909301757812, 9.737957954406738, 9.277175903320312, 10, 8.966843605041504]
948.852000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17947769165039, 9.740218162536621, 9.28580093383789, 10, 8.971290588378906]
948.903000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.166611671447754, 9.739320755004883, 9.287576675415039, 10, 8.966560363769531]
948.946000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.164802551269531, 9.741619110107422, 9.284832954406738, 10, 8.96302604675293]
948.996000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.180604934692383, 9.718823432922363, 9.28269100189209, 10, 8.971878051757812]
949.048000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.177395820617676, 9.73163890838623, 9.285398483276367, 10, 8.967303276062012]
949.099000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.174053192138672, 9.748221397399902, 9.290422439575195, 10, 8.978913307189941]
949.145000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.158424377441406, 9.727083206176758, 9.273701667785645, 10, 8.984976768493652]
949.197000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.167336463928223, 9.731164932250977, 9.28072452545166, 10, 8.973612785339355]
949.249000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.167285919189453, 9.74486255645752, 9.284690856933594, 10, 8.974597930908203]
949.298000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.175458908081055, 9.752496719360352, 9.279942512512207, 10, 8.962403297424316]
949.349000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.14439868927002, 9.736084938049316, 9.287363052368164, 10, 8.976094245910645]
949.398000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.15615177154541, 9.748080253601074, 9.288232803344727, 10, 8.968445777893066]
949.449000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.179352760314941, 9.736276626586914, 9.289010047912598, 10, 8.975494384765625]
949.497000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16429615020752, 9.737588882446289, 9.292171478271484, 10, 8.966944694519043]
949.550000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.175680160522461, 9.727923393249512, 9.286284446716309, 10, 8.9683256149292]
949.601000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.17145824432373, 9.72327709197998, 9.289261817932129, 10, 8.9624605178833]
949.650000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.169417381286621, 9.74598217010498, 9.291963577270508, 10, 8.972484588623047]
949.701000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.167112350463867, 9.740337371826172, 9.287891387939453, 10, 8.971794128417969]
949.751000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.164265632629395, 9.742289543151855, 9.284152030944824, 10, 8.97411823272705]
949.801000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.157116889953613, 9.739256858825684, 9.283600807189941, 10, 8.975281715393066]
949.859000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171538352966309, 9.750102996826172, 9.284992218017578, 10, 8.976624488830566]
949.900000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.171710014343262, 9.75674819946289, 9.268142700195312, 10, 8.98103141784668]
949.951000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.168296813964844, 9.737906455993652, 9.281070709228516, 10, 8.968720436096191]
949.999000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.175328254699707, 9.735572814941406, 9.289161682128906, 10, 8.969170570373535]
950.044000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.176126480102539, 9.754667282104492, 9.285847663879395, 10, 8.96817684173584]
950.110000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.169147491455078, 9.732687950134277, 9.286308288574219, 10, 8.964864730834961]
950.148000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.184917449951172, 9.74191665649414, 9.283330917358398, 10, 8.981966972351074]
950.200000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.172924041748047, 9.732611656188965, 9.287907600402832, 10, 8.964734077453613]
950.252000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16590404510498, 9.737828254699707, 9.277050018310547, 10, 8.967817306518555]
950.299000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.168949127197266, 9.748584747314453, 9.287840843200684, 10, 8.974867820739746]
950.347000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.156790733337402, 9.744487762451172, 9.29030704498291, 10, 8.973031044006348]
950.402000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.177639961242676, 9.739999771118164, 9.28671932220459, 10, 8.98130989074707]
950.451000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.1607027053833, 9.739655494689941, 9.283212661743164, 10, 8.97397518157959]
950.499000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.16742992401123, 9.746316909790039, 9.288841247558594, 10, 8.967449188232422]
950.549000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.170343399047852, 9.737768173217773, 9.28793716430664, 10, 8.978272438049316]
950.604000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.177974700927734, 9.739950180053711, 9.28624153137207, 10, 8.966026306152344]
950.656000000 INFO [reading_laser.py:15(clbk_laser) [topics: /clock, /m2wr/laser/scan, /rosout] [9.178046226501465, 9.74714183807373, 9.298047065734863, 10, 8.978351593017578]
